<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>,is_bullish_marubozu,is_bearish_marubozu,is_morning_star,is_evening_star,is_bullish_engulfing,is_bearish_engulfing,is_hammer,is_hanging_man,is_piercing,is_dark_cloud
2006.12.14,1.3209,1.3252,1.314,1.3152,9069,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.15,1.3151,1.3186,1.3059,1.3079,9810,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.18,1.3082,1.3117,1.3051,1.3096,7279,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.19,1.3095,1.3214,1.3082,1.3196,9280,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.20,1.3198,1.3244,1.3159,1.3175,8121,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.21,1.3176,1.3212,1.314,1.318,7819,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.22,1.3179,1.3211,1.3107,1.3128,6838,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.26,1.3138,1.314,1.3087,1.3101,15423,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.27,1.3099,1.3177,1.3094,1.3125,7880,0.0,20,False,False,False,False,False,False,False,False,True,False
2006.12.28,1.3127,1.3201,1.3103,1.3145,8644,0.0,20,False,False,False,False,False,False,False,False,False,False
2006.12.29,1.3146,1.3205,1.3134,1.3198,8230,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.01,1.3189,1.3189,1.3189,1.3189,1,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.02,1.3205,1.3296,1.3201,1.3277,9354,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.03,1.3278,1.3289,1.3146,1.3163,9214,0.0,20,False,False,False,False,False,True,False,False,False,False
2007.01.04,1.3164,1.3179,1.3075,1.309,9175,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.05,1.3091,1.3104,1.298,1.3001,9030,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.08,1.301,1.3035,1.2971,1.3029,7711,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.09,1.3028,1.3051,1.2985,1.2992,7960,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.10,1.2993,1.3,1.2929,1.2939,8870,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.11,1.2938,1.3014,1.2881,1.2893,9111,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.12,1.2892,1.2944,1.2865,1.2922,8717,0.0,20,False,False,False,False,False,False,False,False,True,False
2007.01.15,1.2927,1.2955,1.2914,1.2934,6149,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.16,1.2933,1.2988,1.2907,1.2916,8565,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.17,1.292,1.2949,1.2896,1.2938,8070,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.18,1.2939,1.2975,1.2895,1.2958,8989,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.19,1.2959,1.2999,1.2912,1.296,7338,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.22,1.2956,1.2978,1.2921,1.2941,6568,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.23,1.2944,1.3042,1.2927,1.3019,8450,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.24,1.302,1.3036,1.2946,1.2962,9112,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.25,1.2963,1.3,1.2913,1.2925,9114,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.26,1.2926,1.2943,1.2876,1.2914,8534,0.0,20,False,False,False,False,False,False,False,True,False,False
2007.01.29,1.2921,1.2965,1.2896,1.2957,5286,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.30,1.2958,1.298,1.2942,1.2964,6230,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.01.31,1.2963,1.3036,1.2923,1.3021,7948,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.01,1.3022,1.3055,1.3001,1.3021,6969,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.02,1.3023,1.3062,1.2949,1.2959,6131,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.05,1.2955,1.2964,1.2912,1.2928,5905,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.06,1.293,1.299,1.2911,1.2983,5492,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.07,1.2982,1.3022,1.2971,1.3014,5159,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.08,1.3015,1.3044,1.2973,1.3036,6226,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.09,1.3037,1.3045,1.2982,1.3006,5680,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.12,1.3015,1.3034,1.2939,1.296,4857,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.13,1.2962,1.3042,1.2953,1.3034,5801,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.14,1.3037,1.3149,1.3022,1.3131,7057,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.15,1.3132,1.3171,1.3117,1.3135,7715,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.16,1.3136,1.3143,1.3092,1.3136,6104,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.19,1.3154,1.316,1.3121,1.3149,3880,0.0,20,False,False,False,False,False,False,False,True,False,False
2007.02.20,1.315,1.3187,1.3128,1.3135,5480,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.21,1.3134,1.3164,1.311,1.3141,6631,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.22,1.314,1.3141,1.3079,1.3125,5737,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.23,1.3128,1.3185,1.3101,1.3167,4874,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.26,1.3189,1.3196,1.3149,1.3188,4364,0.0,20,False,False,False,False,False,False,False,True,False,False
2007.02.27,1.3187,1.3258,1.3159,1.3238,7771,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.02.28,1.3237,1.3237,1.318,1.3223,8693,0.0,20,False,False,False,False,False,False,False,True,False,False
2007.03.01,1.3225,1.3238,1.3153,1.3173,8538,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.02,1.3178,1.3201,1.3141,1.319,7124,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.05,1.3209,1.321,1.307,1.308,9846,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.06,1.3082,1.3131,1.3081,1.3127,7019,0.0,20,True,False,False,False,False,False,False,False,False,False
2007.03.07,1.3128,1.3185,1.3109,1.3179,6088,0.0,20,False,False,True,False,False,False,False,False,False,False
2007.03.08,1.318,1.3181,1.3116,1.3134,6696,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.09,1.3133,1.3159,1.3086,1.3116,5686,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.12,1.3117,1.32,1.3109,1.3189,5638,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.13,1.3188,1.3221,1.3155,1.3191,6127,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.14,1.3192,1.3244,1.3175,1.3215,6967,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.15,1.3216,1.3251,1.3193,1.3239,6390,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.16,1.3238,1.3338,1.3238,1.3316,7869,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.19,1.3318,1.3324,1.328,1.3306,5416,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.20,1.3307,1.3323,1.3268,1.3317,6527,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.21,1.3316,1.339,1.3288,1.3388,5999,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.22,1.3389,1.341,1.331,1.3325,6849,0.0,20,False,False,False,False,False,False,False,False,False,True
2007.03.23,1.3324,1.3342,1.3281,1.3282,6338,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.26,1.3288,1.3346,1.3253,1.333,6125,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.27,1.3329,1.3368,1.3323,1.3358,6077,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.28,1.3357,1.3372,1.3308,1.3313,8152,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.29,1.3314,1.3353,1.3301,1.3331,5302,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.03.30,1.3333,1.3399,1.3287,1.3354,7776,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.02,1.3372,1.3382,1.3331,1.3366,5132,0.0,20,False,False,False,False,False,False,False,True,False,False
2007.04.03,1.3369,1.338,1.3318,1.3328,4484,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.04,1.3329,1.338,1.3319,1.3369,5268,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.05,1.337,1.3439,1.3353,1.3429,4878,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.06,1.3431,1.3432,1.3364,1.3378,3036,0.0,20,False,False,False,False,False,False,False,False,False,True
2007.04.09,1.3375,1.3381,1.3339,1.3356,2769,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.10,1.3355,1.3453,1.3349,1.3432,5198,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.11,1.3431,1.3441,1.3406,1.3434,4712,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.12,1.3433,1.3505,1.343,1.3486,5824,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.13,1.3488,1.3552,1.3481,1.3527,7185,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.16,1.3566,1.3576,1.3526,1.3529,5085,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.17,1.353,1.3594,1.3525,1.3574,6420,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.18,1.3573,1.3615,1.3555,1.3611,5966,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.19,1.3613,1.3619,1.356,1.3618,7064,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.20,1.3617,1.3636,1.3585,1.359,4847,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.23,1.3604,1.3608,1.3541,1.3577,4686,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.24,1.3578,1.3643,1.3547,1.3637,5716,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.25,1.3639,1.3665,1.3621,1.3643,7245,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.26,1.3644,1.3653,1.3584,1.3591,6258,0.0,20,False,False,False,True,False,True,False,False,False,False
2007.04.27,1.3592,1.3681,1.3585,1.3651,5939,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.04.30,1.3636,1.3678,1.3589,1.3642,5607,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.01,1.3641,1.3671,1.359,1.3605,5751,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.02,1.3606,1.3612,1.356,1.3582,6628,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.03,1.3583,1.3622,1.3546,1.3551,4789,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.04,1.3552,1.3609,1.3535,1.3591,5030,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.07,1.3598,1.3627,1.359,1.3597,3510,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.08,1.3599,1.362,1.3515,1.3543,5207,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.09,1.3544,1.3564,1.3519,1.3526,4334,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.10,1.3527,1.3563,1.3464,1.3476,6595,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.11,1.3477,1.3531,1.3461,1.3524,5566,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.14,1.3531,1.3557,1.3523,1.3541,4155,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.15,1.3543,1.3608,1.3526,1.3593,5496,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.16,1.3592,1.3609,1.3504,1.3514,5102,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.17,1.3517,1.3544,1.3476,1.3498,5028,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.18,1.3497,1.3521,1.3464,1.3507,5275,0.0,20,False,False,False,False,False,False,True,False,False,False
2007.05.21,1.3517,1.3525,1.3435,1.3463,4469,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.22,1.3464,1.3475,1.3438,1.3451,4090,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.23,1.345,1.35,1.3415,1.3455,5207,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.24,1.3456,1.3461,1.3414,1.3431,5000,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.25,1.3432,1.3472,1.3411,1.3442,4834,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.28,1.3447,1.3458,1.3445,1.3447,1454,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.29,1.3448,1.3519,1.3419,1.3446,5566,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.30,1.3447,1.3457,1.3406,1.3429,5432,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.05.31,1.3428,1.3477,1.3423,1.3451,4868,0.0,20,False,False,False,False,True,False,False,False,False,False
2007.06.01,1.3451,1.3461,1.3392,1.3448,4996,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.04,1.344,1.3499,1.3431,1.3493,3964,0.0,20,False,False,False,False,True,False,False,False,False,False
2007.06.05,1.3494,1.3553,1.3487,1.3517,4763,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.06,1.3518,1.3538,1.3485,1.3498,4476,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.07,1.3497,1.3512,1.3422,1.3426,5290,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.08,1.343,1.3431,1.332,1.3372,6239,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.11,1.3362,1.3365,1.3335,1.3357,4134,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.12,1.3358,1.3368,1.3301,1.3302,4845,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.13,1.3303,1.3315,1.3262,1.3309,6670,0.0,20,False,False,False,False,False,False,True,False,False,False
2007.06.14,1.3308,1.3323,1.3279,1.3308,4172,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.15,1.3309,1.3388,1.3305,1.3388,4732,0.0,20,True,False,False,False,False,False,False,False,False,False
2007.06.18,1.3381,1.3418,1.3377,1.3414,3889,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.19,1.3415,1.3436,1.3383,1.3423,4512,0.0,20,False,False,False,False,False,False,True,False,False,False
2007.06.20,1.3424,1.3437,1.3395,1.34,4166,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.21,1.3399,1.3406,1.3371,1.3386,5101,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.22,1.3389,1.347,1.3381,1.3469,4851,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.25,1.3467,1.3473,1.3438,1.3462,3774,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.26,1.3463,1.3478,1.3431,1.3458,4430,0.0,20,False,False,False,False,False,False,False,True,False,False
2007.06.27,1.3455,1.3458,1.3415,1.3452,5271,0.0,20,False,False,False,False,False,False,False,True,False,False
2007.06.28,1.3451,1.348,1.3422,1.3446,5402,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.06.29,1.3445,1.3541,1.3428,1.354,5944,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.02,1.3542,1.3637,1.3527,1.3631,5084,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.03,1.3632,1.3635,1.3583,1.3608,4723,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.04,1.3609,1.363,1.3604,1.3614,2879,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.05,1.3615,1.3659,1.3578,1.3593,5964,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.06,1.3591,1.3641,1.3567,1.3625,5666,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.09,1.3632,1.3642,1.3611,1.3628,2450,0.0,20,False,False,False,False,False,False,False,True,False,False
2007.07.10,1.3626,1.3785,1.3594,1.3768,6576,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.11,1.3767,1.3779,1.373,1.3744,7524,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.12,1.3743,1.38,1.3741,1.3787,6496,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.13,1.3786,1.3812,1.3762,1.3782,5923,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.16,1.378,1.3804,1.3759,1.3772,3728,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.17,1.3775,1.3798,1.3758,1.3782,5644,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.18,1.378,1.3833,1.3752,1.3805,7780,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.19,1.3808,1.383,1.3785,1.3797,5585,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.20,1.3798,1.3842,1.3779,1.3826,5393,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.23,1.383,1.3843,1.3794,1.3806,4927,0.0,20,False,False,False,False,False,False,False,False,False,True
2007.07.24,1.3809,1.3851,1.3798,1.3827,6753,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.25,1.3826,1.3829,1.3695,1.3724,7610,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.26,1.3725,1.377,1.3692,1.374,8600,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.27,1.3739,1.3753,1.3626,1.3635,9651,0.0,20,False,False,False,False,False,False,False,False,False,False
2007.07.30,1.3612,1.3704,1.3609,1.3697,7448,0.0,20,False,False,False,False,False,False,False,False,True,False
2007.07.31,1.3696,1.3726,1.367,1.3677,7700,0.0,20,False,False,False,False,False,False,False,False,False,False
